,caseid,tname,tid
427383,5616,SNUADC/PLETH,dbf93b4caf383e2c7f2a9304decfd8f110bb9f69
427384,5616,Solar8000/ART_DBP,e50bd962598d00179f9c9b64fbab345d955bcca1
427385,5616,Solar8000/ART_MBP,9fe216fcc8eaa2cff84bbd715a63045f894625e8
427386,5616,Solar8000/ART_SBP,3807a7d41fd27edbe2cd01aac3391effae9e13dd
427453,5617,SNUADC/PLETH,652ec7394dd3d7357718998e1b90cf5029ff8352
427454,5617,Solar8000/ART_DBP,1e10884cb81a88b922f8bf5be456a4784a1b8e00
427455,5617,Solar8000/ART_MBP,c8f55a52ac282305e22bc7e9cff01919e458c0fb
427456,5617,Solar8000/ART_SBP,2ac6fe004bb710ed9cabfee475949f3e5821d69d
427535,5618,SNUADC/PLETH,25fd566230789262e766c3b408bae297018e6a06
427536,5618,Solar8000/ART_DBP,3993e6c4186f341590a438a4ef8e63a1c7a62118
427537,5618,Solar8000/ART_MBP,449e8f068210de1cb1c4c89693f265de1c7122c0
427538,5618,Solar8000/ART_SBP,0fc5c289fc7081e7878d501ed8328aca13d70cb8
427691,5620,SNUADC/PLETH,b97fd0a8db4deea0de18d362a899acb85594ad43
427692,5620,Solar8000/ART_DBP,74c18352bfff84d4fde408f2db8c93862b83ae0d
427693,5620,Solar8000/ART_MBP,392ac7cb3929b8c272242b0d02de305d389ffda2
427694,5620,Solar8000/ART_SBP,b339e74d1090216017e9ed290c2bd6503609eac7
427780,5621,SNUADC/PLETH,fe835dbd69fa8297fa2e61d013196b3d7635f478
427781,5621,Solar8000/ART_DBP,95926ade81a52bab8e7f4deec2e36aa01a4f6ba1
427782,5621,Solar8000/ART_MBP,d51979bdbb0de238a0b6bc15ad2d9141d0f0f9e0
427783,5621,Solar8000/ART_SBP,c31cfab9606e06408b15fe8c4ae5d6f1af84b498
427980,5624,SNUADC/PLETH,cc521409ebbc8eeb7398d5262211e743dcd15b6f
427981,5624,Solar8000/ART_DBP,bcae1c80ceb34ee53f3fed096cc890664628fb2b
427982,5624,Solar8000/ART_MBP,78d399190d77a607c731f67d108470226a0b5802
427983,5624,Solar8000/ART_SBP,3968ccc233e70ae8c7b5e526e6afd81281597932
428149,5626,SNUADC/PLETH,d8cadd2cdc49c090e804887d893ecc05405cdd85
428150,5626,Solar8000/ART_DBP,89693d0e3a703c5c625a5d0b3394f0dc1f2c103a
428151,5626,Solar8000/ART_MBP,5040252b8ca8e7d4479620666cd1d0efca756c77
428152,5626,Solar8000/ART_SBP,c3672459d053afb1019fc9232c1fe3a6486e1425
428230,5627,SNUADC/PLETH,e63bc4714c23eccef437497f40b87b656b42b751
428231,5627,Solar8000/ART_DBP,6bb2eec8a298f5f5ed1df5c7a087c2fbaf49b957
428232,5627,Solar8000/ART_MBP,d00a3d09403f44492b79e2aebf42b9947a9e0a71
428233,5627,Solar8000/ART_SBP,a32afa89f940149ae2b51f069b9ef5b1c30cac40
428315,5628,SNUADC/PLETH,c9000abc4196a23bfdce66ad1cb3f45bc55c593f
428316,5628,Solar8000/ART_DBP,08930343d69e158c76b8903ec9961a41f4486e09
428317,5628,Solar8000/ART_MBP,c3b83f383a6b2540899b6ad5bde12ca0a0fbc86f
428318,5628,Solar8000/ART_SBP,fc50b5c2cfaa1e89c912fdbd2c593b00a1f8cecf
428400,5629,SNUADC/PLETH,af3d2112ec03b2bedff24d1ce3c656db88804fe4
428401,5629,Solar8000/ART_DBP,99f98bd763d7b1823a1db2087984c11ed0402a2e
428402,5629,Solar8000/ART_MBP,c39cc361658308a8c00678b9b5831c180cbea51a
428403,5629,Solar8000/ART_SBP,513da94e033fd9e9de7afb2b8bbb76b41dfc1710
428473,5630,SNUADC/PLETH,72f1e82906531489be373df7bfa98d640c0be5c0
428474,5630,Solar8000/ART_DBP,8bcc54106b197da64867e26c5d8dff461ba79d60
428475,5630,Solar8000/ART_MBP,f4abdf3dd1ab792a8238d89ed5f81da808881738
428476,5630,Solar8000/ART_SBP,11f230562b98a460c526ac7632e098cd241762a3
428713,5633,SNUADC/PLETH,a9b395159382a7a47097a8da66118f85bc30034c
428714,5633,Solar8000/ART_DBP,9a36467d699f729f1b55cce925316a7847385c50
428715,5633,Solar8000/ART_MBP,5fc2166e0e736b07f31f460fd6eef2df90f678f0
428716,5633,Solar8000/ART_SBP,75d7d04f43458930c8f99f23f742138b5fcd37f1
428804,5634,SNUADC/PLETH,df9611e6e2e53c2aede196dbca7778ed0bef1ed2
428805,5634,Solar8000/ART_DBP,eca8a28a59978efd9393872eb416977639c8f678
428806,5634,Solar8000/ART_MBP,dc7af6ed1bde0ef5e08328250f1407261d099607
428807,5634,Solar8000/ART_SBP,6ed0040b52015f85b2b0af6196c49cbf32ac1bcb
428891,5635,SNUADC/PLETH,fc2b2a4df17e4351c339eb9d81bb23705f9287be
428892,5635,Solar8000/ART_DBP,3c6ee832d4da5f13ca1507638e07f0c9d93b370b
428893,5635,Solar8000/ART_MBP,b94d1ff1619a8a44bddbe409b61ecb31c140dab1
428894,5635,Solar8000/ART_SBP,d9dfaa0b95c9b48a9b23dcc48181804dfb2c80ed
429059,5637,SNUADC/PLETH,298c3d317666ee2880958b934d3bcc382c27eaf4
429060,5637,Solar8000/ART_DBP,4b12e5ede17f09c0c63877b17674724c300206fe
429061,5637,Solar8000/ART_MBP,d602bdea168e13ad62f47d4bc4ec76b09bdae9c2
429062,5637,Solar8000/ART_SBP,f5a135afff3a2a50d189e916c366557eeb0f5bb4
429139,5638,SNUADC/PLETH,4f8a630680849345be915b2a7933b8d1211bcce1
429140,5638,Solar8000/ART_DBP,2ffc4de5fa1a5a75465b4c9f78117670a130d557
429141,5638,Solar8000/ART_MBP,697358c4ce3816b28302bdf72aa8f1da011df165
429142,5638,Solar8000/ART_SBP,a130702490e7b6235729382ef319b59131d4b15e
429442,5642,SNUADC/PLETH,26bf254fa2853283bd3815a1f0ea8d70b90eb53e
429443,5642,Solar8000/ART_DBP,738691a0d2c9651cc29812bb5fe931cc0749447b
429444,5642,Solar8000/ART_MBP,c3b8c45508895042668b293ec16645807c36cd3e
429445,5642,Solar8000/ART_SBP,4fa573df6ff996bfd194c67b0762e03d9dde77bc
429726,5646,SNUADC/PLETH,8f496e83c93d0cb53d7570791b7b041da475834d
429727,5646,Solar8000/ART_DBP,a42e57dc2c50aad1e882b74679b44f7e63292f86
429728,5646,Solar8000/ART_MBP,63d669bd5cb028c3bb759785d0bfaa9591125e23
429729,5646,Solar8000/ART_SBP,2d00e7b7dadf8a398ee934c63fa4662b56ddb45a
429803,5647,SNUADC/PLETH,b3d54f0da72cd2375af11802c80ba2500dc222bc
429804,5647,Solar8000/ART_DBP,05930e750669da0fecb0adb28e3a82a7cdc0ca86
429805,5647,Solar8000/ART_MBP,a574b7d0c9f580e211145b8013ce71363844f0f2
429806,5647,Solar8000/ART_SBP,7710ec83f798dfa519a37750b4fa0d6dc1064bbb
429884,5648,SNUADC/PLETH,b21e00b66c556b2eebc060926899f336de32ae0d
429885,5648,Solar8000/ART_DBP,5fdac782dcb18d679c7e1d87cf5ccacec11f8250
429886,5648,Solar8000/ART_MBP,32cbb1ee10f45c0547a457eb96b7bb076e425cdf
429887,5648,Solar8000/ART_SBP,d3ae9c1b4b62886824ed583ff439d2823b1910be
430030,5650,SNUADC/PLETH,5938e5ca604a5339e258d123dcd6b9d9d55f7302
430031,5650,Solar8000/ART_DBP,b8e798ba430200c8e8336fcc7498a355f58b9cf2
430032,5650,Solar8000/ART_MBP,2dea94d5c6acd351ce619d4cc44675780c65e6db
430033,5650,Solar8000/ART_SBP,618516ef0a2dfdd826bf618d9bfeb7f10aefffc5
430350,5654,SNUADC/PLETH,25746c76f886c71cd8ad01759dbceb66dbabdabb
430351,5654,Solar8000/ART_DBP,cae02d7d6c6d9cc2b36e7cc1b6302800b494696c
430352,5654,Solar8000/ART_MBP,9e40b6448f218abf27f37fc60f51eb0de3c704d0
430353,5654,Solar8000/ART_SBP,25197462479029444f1ab89b38ca9c71600dd86c
430424,5655,SNUADC/PLETH,6462c4c1bf42c43d79b94cf813f21818b4b32678
430425,5655,Solar8000/ART_DBP,8fcf052f464b92a3800c9a4408ea32e96684b550
430426,5655,Solar8000/ART_MBP,4ef6640d6fbf1f4b62c54664dda6a080d4044c6e
430427,5655,Solar8000/ART_SBP,82f1b29d25636223bb002321cffe5aac74efcb99
430593,5657,SNUADC/PLETH,09490f1c4294d8e12c339ea195c1089bded9b6b2
430594,5657,Solar8000/ART_DBP,ade019b8a1e83ce83a93a7da1199acf45a13de2c
430595,5657,Solar8000/ART_MBP,2658d64f038e6f92cb50d36558e761a87bbb43b6
430596,5657,Solar8000/ART_SBP,fd3fb729977f3e5238d8c2533760cfc2203c3bfe
430666,5658,SNUADC/PLETH,e02ded3b1cf7f5f01569392d954517630f31a8db
430667,5658,Solar8000/ART_DBP,908892fda6009a6b04a31ea27493d3fe7c14649f
430668,5658,Solar8000/ART_MBP,11c032b009155c26b1a6b40f4f60f5afcbaa6cf9
430669,5658,Solar8000/ART_SBP,c1a45b7f912153755fd5e5c7526d39ff08bb618b
430755,5659,SNUADC/PLETH,5cff28344664c776c3008db94c953dfee35364c0
430756,5659,Solar8000/ART_DBP,05730e7458cc0893217901b9d3974af0213afa69
430757,5659,Solar8000/ART_MBP,42ffd1ea712daa89561d6832cf2a275cd9e090ce
430758,5659,Solar8000/ART_SBP,f8a9dbd007159633c24c91d0aca96a3ef7ab5b07
430955,5662,SNUADC/PLETH,b4cf3c8ef3999291c0fd9f54b7102c38115cca62
430956,5662,Solar8000/ART_DBP,5f9b7c4124f12deb726763d1aae1e43a2a3117f7
430957,5662,Solar8000/ART_MBP,57d7fc7efe05e4f345824cd52e8f7bb20b638aa5
430958,5662,Solar8000/ART_SBP,ef5ec051729a1ea613537b0b724f77df90b6aad1
431107,5664,SNUADC/PLETH,e65a322451cd6cd59291d60ccc6c654d81c4e358
431108,5664,Solar8000/ART_DBP,8fa44d4d28eac1f9bcc9db0eb00a286cad67b23c
431109,5664,Solar8000/ART_MBP,93d832c278e4f79f2068807e50c3692fe3090d9a
431110,5664,Solar8000/ART_SBP,62e2c565d73d79233339315bd7fcd516e8f6a588
431187,5665,SNUADC/PLETH,00203240e497fdf79c9447e5f22ec0c4aee3ff5e
431188,5665,Solar8000/ART_DBP,ca7aee518a3700c8ba421b82e3c2da9abb97ca33
431189,5665,Solar8000/ART_MBP,ded1b95ac03a36b568df30d4d717bef60445384f
431190,5665,Solar8000/ART_SBP,0fbaae70cf3340e491122afb450c33552b2a4fb8
431501,5669,SNUADC/PLETH,337be0779d6d239dbe19c2dcb840d228656c67f1
431502,5669,Solar8000/ART_DBP,6a0d3e569c48c3da691bccdc0e3c2c11b5f7927e
431503,5669,Solar8000/ART_MBP,4ba8b0daa520f8402c8bb84f6c8b063ecb5287bc
431504,5669,Solar8000/ART_SBP,03c26591aa953dba0ad12b50ada7d28d644e5ef0
431607,5670,SNUADC/PLETH,df4dc298712ae05c9fc7d5e0931cb9b0afad934a
431608,5670,Solar8000/ART_DBP,d7af4678286565423615addc4ecbc96d0dfcd8a8
431609,5670,Solar8000/ART_MBP,4c948e99cc70ee1bf1b88389b3e2b90f8f511392
431610,5670,Solar8000/ART_SBP,189d8908ccb45bf9e08837a2a631e976373c1140
431698,5671,SNUADC/PLETH,27403e3262dfc6801828dc64cc21b4afb5f272cc
431699,5671,Solar8000/ART_DBP,374a6efb595d27b681b9f3f1556cacd54df20f07
431700,5671,Solar8000/ART_MBP,736b0ebe5a4ebd4aac74b3cb93ac438812959110
431701,5671,Solar8000/ART_SBP,adb90407918173e69e34a3f51e8a4b93ab55abdc
431859,5673,SNUADC/PLETH,8090027b38051f48c75214fdf536b20fbf12ea45
431860,5673,Solar8000/ART_DBP,a6993932c5baf6111fafa13ed9ad96deeec5bb0b
431861,5673,Solar8000/ART_MBP,494de65695191e4b7346dcdb017ad25f7b5b790b
431862,5673,Solar8000/ART_SBP,14a93fdcf25c39b2d5c6633f3ad382c1fab3c603
431970,5675,SNUADC/PLETH,c15e45d0d16a0b472d535d96c663b632a2a00dcb
431971,5675,Solar8000/ART_DBP,49f810f0dc17969c4708ec648fd55580f40268eb
431972,5675,Solar8000/ART_MBP,59d59fb919e50dd5b2ea7290d297d7ecc3dc5206
431973,5675,Solar8000/ART_SBP,dbaeabb3a691c64b0e279789ea76fd439531c8a4
432040,5676,SNUADC/PLETH,750cb647a9bdfc68042ddebb3327c360422ef3df
432041,5676,Solar8000/ART_DBP,ff8c3f7140fe12726c4b3413eac6b7e2caeb66d2
432042,5676,Solar8000/ART_MBP,81e8b511fb9012ba19b0aafdd768a1b17b114de0
432043,5676,Solar8000/ART_SBP,02c8154af97fb87cc5abcb149c0cc141b25891c0
432123,5677,SNUADC/PLETH,a87186d7e02d9141355f1c5cd6b663d6ce736382
432124,5677,Solar8000/ART_DBP,aedbe507a5a1558c3736ce7dd5fbfbc36e7c5ea8
432125,5677,Solar8000/ART_MBP,78e884d75df7bdc855fb474bddc0a21cf79e539c
432126,5677,Solar8000/ART_SBP,176f5f51459c9ae79a2e02683ea04ab254099d92
432326,5680,SNUADC/PLETH,770157a1610a842fcd447cdaf1b8abe07e6817a3
432327,5680,Solar8000/ART_DBP,e534c86e73ff3dca7a0a6720be06051b8deff0bb
432328,5680,Solar8000/ART_MBP,6341a01f5080b6b3185357f9a6308574402f114c
432329,5680,Solar8000/ART_SBP,333f1236713aaa81e2948a2f585fe1faa55ec7a9
432684,5684,SNUADC/PLETH,e5a6e38395acce531dac866b1a090cc3c1ec20e4
432685,5684,Solar8000/ART_DBP,e6c448095255ae8ab2a5883bc4303c73e5cd6ab2
432686,5684,Solar8000/ART_MBP,3008fd66ef0b22fc0f6436b4f4244cf70c5072e6
432687,5684,Solar8000/ART_SBP,ef5d2df530a8bcdcd8f2fffda6754d9642cb2cc5
432766,5685,SNUADC/PLETH,67b1d93d7e8b3a53020bec45ab9ab823140fbf3f
432767,5685,Solar8000/ART_DBP,65f6567c1c40921cd9676aa2269d5e57c43263ee
432768,5685,Solar8000/ART_MBP,6feecfbc66625a485b8994d654b97c58ba38941f
432769,5685,Solar8000/ART_SBP,b5a38913f970b454b550529ae95aa4222e504b1b
433153,5690,SNUADC/PLETH,31c3f0905f36288d9cf46c422e2407d04fb64129
433154,5690,Solar8000/ART_DBP,a44cea6f34a8aebce8450f64939a18455989d2ee
433155,5690,Solar8000/ART_MBP,256575ac8f34be8d38cc3629c4211e9f2c168ff0
433156,5690,Solar8000/ART_SBP,30b0295768c416d071d716c7b343c8f6fca260f5
433234,5691,SNUADC/PLETH,83e8dbfb6e6b25144dc6c7c8dc4b0d436a2bf97d
433235,5691,Solar8000/ART_DBP,4ee6d149fd71b1020ad8e67fbe27e7ed15062e89
433236,5691,Solar8000/ART_MBP,4249a37815c7dd85ff34c18a701af6bcaad80287
433237,5691,Solar8000/ART_SBP,c37e5b4ca2e2351b6f3730950dbc42764b8743c7
433315,5692,SNUADC/PLETH,e582164a65169592abd41923c34e9853f4cb8994
433316,5692,Solar8000/ART_DBP,8f5c1bbc115de0158ae9c20c84e0022c8523c595
433317,5692,Solar8000/ART_MBP,c5dd76af84d843543e6f5e987827b756624fbc5a
433318,5692,Solar8000/ART_SBP,3f1836439d6d4bac2cd2d0476559af27cbbf608e
433506,5694,SNUADC/PLETH,e5b6f2769aecf94b7f9f9b793eb9c997a1d59940
433507,5694,Solar8000/ART_DBP,8de253627276902278c1a93e78c741308e7e61f9
433508,5694,Solar8000/ART_MBP,f67dde7a689a4bb2781266b2b4b0815df264810f
433509,5694,Solar8000/ART_SBP,409922bddc6d971f0e05d06926f59bc2646a49a8
433628,5696,SNUADC/PLETH,120956d2182f309b08a526ec1cd9bac334f494e9
433629,5696,Solar8000/ART_DBP,bf06f522c355cd80800e1a8248e2583d17804c29
433630,5696,Solar8000/ART_MBP,1392775645300056810c63c4b99dfacbb665b1b6
433631,5696,Solar8000/ART_SBP,a4b3aaf364ce692fe01fe2eb4ad63925c9935726
433698,5697,SNUADC/PLETH,3e796f648023cebe17d36cb8a5a63ea818dbdc33
433699,5697,Solar8000/ART_DBP,9fd3a8a3283acbbd90573b0c0f547561e2cf797d
433700,5697,Solar8000/ART_MBP,5ad84a6682fa095aa789361d61fc8eac660253a8
433701,5697,Solar8000/ART_SBP,bf2428c9fa21c383ae4e8fc6fb29acd4863a3e48
434020,5701,SNUADC/PLETH,127bd66c7e3e9eef24bd071bb2dc655fd9eba8ef
434021,5701,Solar8000/ART_DBP,4b804f1ae5714b51dc16c34e4458758eb8849bac
434022,5701,Solar8000/ART_MBP,5a87fce55612f8d81bdc2cd9770c5c616b9e7b90
434023,5701,Solar8000/ART_SBP,dffe8dbbfbf90864e9df5f1e97f8fcf04dd937ff
434187,5703,SNUADC/PLETH,20126f75286e417842f3311df4bac0b6b2c56e71
434188,5703,Solar8000/ART_DBP,589246d1f6762ec50ff602ae5d4e6cac28d333b4
434189,5703,Solar8000/ART_MBP,9ceab41421b2367ae94883726c7b7d528f130ed0
434190,5703,Solar8000/ART_SBP,273be9bba8a8c339732ef984de23f2ed292b036b
434399,5706,SNUADC/PLETH,bef553c8ce821d2e0f9404ad6849734589e29951
434400,5706,Solar8000/ART_DBP,c5eaab340fd9483eafb8b136986c4c40557a473b
434401,5706,Solar8000/ART_MBP,b8b38a719c491dfed370e6b3e1ab5a0ba56cd91b
434402,5706,Solar8000/ART_SBP,95db24d930d9f51a52cb53322cdcf0beb0eb9a87
434688,5711,SNUADC/PLETH,8278a658fa91bd251c22cf1359d9d787c733dcf6
434689,5711,Solar8000/ART_DBP,742cda950ae8304b3c53727d4287abe3052e5365
434690,5711,Solar8000/ART_MBP,94eac9993abf46e6e6b8fe22b4197e56c18e7ef1
434691,5711,Solar8000/ART_SBP,d31bbc155c2b5ad9b979030921604fa20fab4a52
434967,5715,SNUADC/PLETH,c87814f995ef7cd9b67c12d4db0072577639cfa5
434968,5715,Solar8000/ART_DBP,f18fdf74f073c3ae8822da6c3f0da8650adfd148
434969,5715,Solar8000/ART_MBP,8c46bf3a745b397ee597967e85fc075420253036
434970,5715,Solar8000/ART_SBP,094dc701e08a94b732e4aabe38e2f5b67346fc96
435128,5717,SNUADC/PLETH,3c6bec2f53f01153c7e76ed666a884776152a7c0
435129,5717,Solar8000/ART_DBP,fe380f0cb0a7bf3bacf50fe28e53148ce5f8f6ef
435130,5717,Solar8000/ART_MBP,a2e7a667ffbc2d44ce39d69b67371ba767bdeed1
435131,5717,Solar8000/ART_SBP,5524386408fb404d51438ebe393d185b46295f1d
435209,5718,SNUADC/PLETH,c283ae9a883267ee8cda10f75c28b0abb2291343
435210,5718,Solar8000/ART_DBP,ac4d759ec34b7647636f748f941ad33e771a43a1
435211,5718,Solar8000/ART_MBP,c2f5bbbe6af9b8f7d4fe21a71949349060c261d1
435212,5718,Solar8000/ART_SBP,a595bf71eaccd79a0be7676d22924d892728e53d
435284,5719,SNUADC/PLETH,25e51d50e2227ee1d19592929dc57cde08554bb4
435285,5719,Solar8000/ART_DBP,c119ad79092b0ea284cdb3b9ff6fc2e29d3d17c5
435286,5719,Solar8000/ART_MBP,b804c5461b03d3007924dfe3cc38c62ca7caf974
435287,5719,Solar8000/ART_SBP,21db2f4ec5f0809baf9592d6fb124df11f284a0e
435438,5721,SNUADC/PLETH,99dd3763ea4af4d5b1496867847fa708a6834d8d
435439,5721,Solar8000/ART_DBP,1e4b3d76b7ec0aa021981f1f261a7235cb3c8b72
435440,5721,Solar8000/ART_MBP,7e657298b20fa7386d643a7416ebedbdf0622224
435441,5721,Solar8000/ART_SBP,017ccd7490af61c4d103b78ca63d5dd6a8d15627
435512,5722,SNUADC/PLETH,c196e7240f1458d232a4378b62f8b17f50f7757f
435513,5722,Solar8000/ART_DBP,ca9f47a488372ab840b334492dc4e47f62c8caeb
435514,5722,Solar8000/ART_MBP,c3eb442220d701c4d9db2f1be99773acb6721809
435515,5722,Solar8000/ART_SBP,a4bef8a4dbc7cee83114f675082cf975a85cd109
435659,5724,SNUADC/PLETH,3231be0e49957a73ff53f0f404b5d87999bfa80c
435660,5724,Solar8000/ART_DBP,af91c3ec4d831ab1404bceef6df1f0f8162a2a9e
435661,5724,Solar8000/ART_MBP,844be50078c6569f8d0ea5b1b16f119dc4c0ea2f
435662,5724,Solar8000/ART_SBP,1e2f0d2b305e5aaf636bcd3b64a275016676b9e6
435737,5725,SNUADC/PLETH,6db59cc59a17eba2cd442806f646a7b40f5a6ad1
435738,5725,Solar8000/ART_DBP,0d246583783621930e022a403274630aca46c5e0
435739,5725,Solar8000/ART_MBP,61fa18f789ac60d92ab558af12215afd1b655a1b
435740,5725,Solar8000/ART_SBP,78bceb96929664eed864d0537006ea9479864019
435897,5727,SNUADC/PLETH,d58c3596e12c6554d505b5f6a676c6e2219adc31
435898,5727,Solar8000/ART_DBP,0908e34cfa3cfc21318017b100c071cd4097d49c
435899,5727,Solar8000/ART_MBP,b0bb6853c4e64e8198a1a17fa35648b3264e984c
435900,5727,Solar8000/ART_SBP,92261f91fc04801237e3e86ecfbdf44ddfd26e3a
435967,5728,SNUADC/PLETH,90b3cf427663fb1a35d96a884b5f1633779e568b
435968,5728,Solar8000/ART_DBP,7c872fa76dbf443450ad6b83a646efd6c319ac83
435969,5728,Solar8000/ART_MBP,87d72f5c78cdc05929e5aef5c128e66d9b7fe3a3
435970,5728,Solar8000/ART_SBP,86e46e00c6793e968d39b46bef355cc0d57abfd2
436053,5729,SNUADC/PLETH,ca08c1fcf0e9273f7f6fdd7bb11d89ba3d3669fe
436054,5729,Solar8000/ART_DBP,8bc9ebbb6514257fc05aa69127f6da6097f45fba
436055,5729,Solar8000/ART_MBP,dbf81adf2b954ebd05c3456aff2fe78ec6e2d570
436056,5729,Solar8000/ART_SBP,8811a6f4af703e14d1732c98575931445afbb33e
436256,5732,SNUADC/PLETH,a22b71c4008c55f0b786b3c3a090fd32e648cc39
436257,5732,Solar8000/ART_DBP,80a022ae48944768b8667e762a0ec37ea1174862
436258,5732,Solar8000/ART_MBP,10f8a07b7f42988f6f9883df7753e06bdaf39b59
436259,5732,Solar8000/ART_SBP,89588198ac15f55e772051d8dda24e2dbea55fa2
436336,5733,SNUADC/PLETH,8a2cf752a07b0da64db945ab38165fa4bfbe48df
436337,5733,Solar8000/ART_DBP,025aa7500faa40932593cc6a559c7039d8cce43b
436338,5733,Solar8000/ART_MBP,92f286a7c7263c59f6f7dc5399c96c068b04c00e
436339,5733,Solar8000/ART_SBP,00290d7fe2268936166020eef07e875ec5e198ac
436407,5734,SNUADC/PLETH,cf773acd1270dd3548ed9e854034d7a408885f4d
436408,5734,Solar8000/ART_DBP,6b1d16a08fd80906ecbb99a4bfe27e26e0360b82
436409,5734,Solar8000/ART_MBP,c841282b094b835ff0586cf1e0a77875c1b6f017
436410,5734,Solar8000/ART_SBP,72e3aa94dc737451f773091616b65b3b5917cb56
436492,5735,SNUADC/PLETH,6cb6062fd40cde84913b93c8d558d055c34155c1
436493,5735,Solar8000/ART_DBP,e77bf919440575803e703c92ab6b555f55433110
436494,5735,Solar8000/ART_MBP,0d0ffbdfe9d3ffb45951c58d1eac11f9592fb0cc
436495,5735,Solar8000/ART_SBP,271b388a56ba9217b01d389cbffaa50fa26430ba
436786,5739,SNUADC/PLETH,9ba8c657df484a7aae2733e15f29c04a0eb41b97
436787,5739,Solar8000/ART_DBP,4eaf2c13354822d4d46a110adad84914412f25c4
436788,5739,Solar8000/ART_MBP,46c126cdd241524e3e5a409b2cbc9925bf5b9624
436789,5739,Solar8000/ART_SBP,496720c9337db142f0606f54db24e1e47be1fe67
437066,5743,SNUADC/PLETH,069f92d15f27d19e221a6448a797cdb86710946f
437067,5743,Solar8000/ART_DBP,124934e0a38f512b2d67d183622bc36de7c1af85
437068,5743,Solar8000/ART_MBP,f1d4908b31c0e647ecc94b1e3d2661fd45f24ac3
437069,5743,Solar8000/ART_SBP,7a74be2d048ee67d23574e4fb1539ca14ab78393
437212,5745,SNUADC/PLETH,8acac428377a8a687fb52f02c8f965395d0d8515
437213,5745,Solar8000/ART_DBP,322c4c854a875bb30fd2947937bbfc09e4a0a973
437214,5745,Solar8000/ART_MBP,aeb80e03893db84fbd7076e06003237319f2e01d
437215,5745,Solar8000/ART_SBP,6451c72a247596748c8cc27db81fcfb46ffbeaae
437288,5746,SNUADC/PLETH,a08af42a8b9ac565a4f9ca4c9d1168c7d004ae02
437289,5746,Solar8000/ART_DBP,e49bd338597145063894f34d365890a24e785a2d
437290,5746,Solar8000/ART_MBP,c27361a4a162a6bbacb8e15d6f8a64598fa3a0fb
437291,5746,Solar8000/ART_SBP,28daa5a6e4f1afe99b662344a9fc17d6a524f2e7
437339,5747,SNUADC/PLETH,8ca06faa2c26246d5f45fb0477a1f3f8d88d6fab
437340,5747,Solar8000/ART_DBP,c12115d445cff657be2b6142a69951d2a843c4d3
437341,5747,Solar8000/ART_MBP,6184e6710bd77e79819e8e2a18ffdb2022bb86e5
437342,5747,Solar8000/ART_SBP,1ebbdf9981ee2ede6e7ab32566a4ce8cb31c40d5
437485,5749,SNUADC/PLETH,bc207f9a828e438455a816b2324bc662039bfdf3
437486,5749,Solar8000/ART_DBP,d9de5aaba27b7690fe7e18b53be4e42b877234ed
437487,5749,Solar8000/ART_MBP,f0216129b1c36ebcd44adf71693502aded689378
437488,5749,Solar8000/ART_SBP,1d0e8f530ba1d5eaf2ca9d4b0e187ff9b87c0606
437583,5750,SNUADC/PLETH,04026f11bebbb03966c021e53cd0f0ef024c2ae0
437584,5750,Solar8000/ART_DBP,cef95ec5955f4665431217303c74c795fa573a95
437585,5750,Solar8000/ART_MBP,6b483c70e51a7f929f147a6040dacd1238db1402
437586,5750,Solar8000/ART_SBP,d40489f1bc72e863972ed278a861aa99c75d56a3
437665,5751,SNUADC/PLETH,e78234d1532229e6e2543821f1a16f82ab403649
437666,5751,Solar8000/ART_DBP,50c369a7bb166c8b9dd3888f8f4cf6e9b98d5193
437667,5751,Solar8000/ART_MBP,13381c2161333a050e222cabdd1e5ac864f98f55
437668,5751,Solar8000/ART_SBP,48e85732c3f48aee9c3e3e6a5a34ddacff2c197b
437826,5753,SNUADC/PLETH,216d3488b26ae2ee04804ffcd41c16e496979642
437827,5753,Solar8000/ART_DBP,f6e330009823e239b980572fadfc5f8a7616f8ab
437828,5753,Solar8000/ART_MBP,2ae54cd9404c98bb1985c02f1ba7a3c0ae826d20
437829,5753,Solar8000/ART_SBP,9107388c5d3f474e3d7067b3a7fdb8511423568d
437944,5755,SNUADC/PLETH,386374a8ffdb4d61e01ab2346ca5e2eb04d538b2
437945,5755,Solar8000/ART_DBP,1672b434379d3b5a8f306b37d5c419253b57eee5
437946,5755,Solar8000/ART_MBP,c6cdc9c5ef034c926e0edf1ed0e21ba575d36007
437947,5755,Solar8000/ART_SBP,01942debfaa57cd9172e946c62eff463ade4b0f4
438250,5759,SNUADC/PLETH,6a72e5763065be58145b54ed74a0d273823f7d76
438251,5759,Solar8000/ART_DBP,f7b58120841925e9a3620faafae0afdbbe6bb77d
438252,5759,Solar8000/ART_MBP,664c8fb006a34634d7463031bf58fbde565f894d
438253,5759,Solar8000/ART_SBP,211f1ddcefff2dbb4893e34f166107e0a4bb964f
438328,5760,SNUADC/PLETH,c35bc2b23fa8f90be3e9b3ccf3861b2a633777a4
438329,5760,Solar8000/ART_DBP,03b53d85c6c6b67a4226dc57c5b8a8a1600df0e1
438330,5760,Solar8000/ART_MBP,7a55bf05da1b813141e34e2ad9e3aaab7e71d664
438331,5760,Solar8000/ART_SBP,1c3825623537ede0de473dd03af60ff956eac7f8
438721,5765,SNUADC/PLETH,dc6261b27e5d53771fdf694f1e4677c60f98d381
