,caseid,tname,tid
123950,1623,Solar8000/ART_DBP,9c1b6e31f9214d5232463042adb4846de6624370
123951,1623,Solar8000/ART_MBP,99b37d544cb80dc3866c28d288f78aea636ede40
123952,1623,Solar8000/ART_SBP,3816a9cd1261d190f52ed020ed8f6674cf51198e
124231,1627,SNUADC/PLETH,d57d615b733672ab9576961ae5e2f1f25faee64e
124232,1627,Solar8000/ART_DBP,18a8ad963faf9d400ea584455507ec598554ffbf
124233,1627,Solar8000/ART_MBP,144366d8ffc544e92825bd20a251e2396dcc6e44
124234,1627,Solar8000/ART_SBP,cb21fe21075dfbc484fa6df0b201f9f4c058a012
124434,1630,SNUADC/PLETH,c90517d9a08112b6aa3443477d014814c403ff32
124435,1630,Solar8000/ART_DBP,502f6f84d1a65eab8435cc6b0aa3752260d345af
124436,1630,Solar8000/ART_MBP,52f13865c56e6a4fdeccb21263e6332e32bc855d
124437,1630,Solar8000/ART_SBP,d92b902e7e14950d78e26b7be64184b5b1e92c06
124591,1632,SNUADC/PLETH,3ab8e97af2b4a035e4bad4af8ec518d3cd0c3af4
124592,1632,Solar8000/ART_DBP,9edadc41a1bc765494156882eb70293b71b003f3
124593,1632,Solar8000/ART_MBP,884fe9cd84557f91f8625232ea5c0997e97efd1d
124594,1632,Solar8000/ART_SBP,81aa4a6f7af334d58d3f4e636dd21f4258374e7d
124668,1633,SNUADC/PLETH,9a8ec8d7771573f83b5ca80d61b10ff5c56966ec
124669,1633,Solar8000/ART_DBP,4f006aa8bd9dc196cb06432e523b86b32f66b5f4
124670,1633,Solar8000/ART_MBP,f50fa6c51685d3ee3841f5fc4c521e9fe67db569
124671,1633,Solar8000/ART_SBP,430559f05315dce08bf32bf6830344686b3e820a
124877,1636,SNUADC/PLETH,25f5d7b6e6ede2e51436b4d7e249926d6233c061
124878,1636,Solar8000/ART_DBP,92f6102fe03072d8c34aa3e71a6fef468c7870bd
124879,1636,Solar8000/ART_MBP,8834972748bda6da3b31d8a8efc8b6662a537294
124880,1636,Solar8000/ART_SBP,309a0877a73735fd34239f75d5d99be910145ece
125104,1639,SNUADC/PLETH,5b76ceea609814494d38e1b55ba889e30db33e36
125105,1639,Solar8000/ART_DBP,4f9dd1e2f2451bc868cf72a6b4a3600565249d7b
125106,1639,Solar8000/ART_MBP,86f90f29d7f08d5ea690f9b7831c37de8e35a914
125107,1639,Solar8000/ART_SBP,0762040eb98ea2ee3e3dfaba04a2f326a827d8f3
125163,1640,SNUADC/PLETH,ee14417ddfd9f6268d480358ea8fb1d8f42f45c0
125164,1640,Solar8000/ART_DBP,ca082b67cee830a35e25eafa47ff6940a327dd07
125165,1640,Solar8000/ART_MBP,b9e469fff785a17f69dc98f675e5eb26567b7435
125166,1640,Solar8000/ART_SBP,caad586b5e05737d96840a8d6e2bee18bbae02bc
125259,1641,SNUADC/PLETH,fcd29707878b996f1522ffb8bfbd372916d96757
125260,1641,Solar8000/ART_DBP,fd59f4301cecb510c74a305065a7d0f4a2c5eabd
125261,1641,Solar8000/ART_MBP,46a4634c445464990f43ffa6dd96ad918656d53a
125262,1641,Solar8000/ART_SBP,e9234128fc17cd6264c7f75b11910a4c81fac86c
125332,1642,SNUADC/PLETH,ca41d026883d738acf6c7b08cfe9fcfe1f4ecda3
125333,1642,Solar8000/ART_DBP,639d79caa84c96ca53a5b26288ae05df6c0bf913
125334,1642,Solar8000/ART_MBP,17a4993ecaf84e5c19111d3ba9ba7d48380b4a3a
125335,1642,Solar8000/ART_SBP,c5591f342a24896a92683ff51492e32d70ba70f4
125485,1644,SNUADC/PLETH,1ee0c984618588e277240aa09a78490ecd30982b
125486,1644,Solar8000/ART_DBP,b3181d13355b89ab17a3db706b2bb7441f776423
125487,1644,Solar8000/ART_MBP,d5e7b5a5de3af03e807b320f3caa0d58b941611f
125488,1644,Solar8000/ART_SBP,a8d4b39d91eb15d674e7ae7c538fdb1d7f08f84c
125722,1647,SNUADC/PLETH,0e4bbc0a3f67edd15c3a8d9124d721d57398eea7
125723,1647,Solar8000/ART_DBP,9cf2632fa05b2683fb71aca6fe5a81d419d639d4
125724,1647,Solar8000/ART_MBP,fa28dae98db59b6523cf8968d7e94da78fc3b95f
125725,1647,Solar8000/ART_SBP,75f56628cdf8c3f06970f5e7a450ab03d5373cd5
125804,1648,SNUADC/PLETH,366ad403ad531f0cc6957f1d06cfd978b2c28e51
125805,1648,Solar8000/ART_DBP,c29b9e587d03fea2291145412f774ba4bdb2ba03
125806,1648,Solar8000/ART_MBP,af75de28e5b677640fdd43a47f1d18cd01950314
125807,1648,Solar8000/ART_SBP,c3305e2ae01b93f960c7453c26948102f7947769
126075,1652,SNUADC/PLETH,53213a6b18e36379427a78e919ff63008712a4bb
126076,1652,Solar8000/ART_DBP,c021e9e8c043fa7d51691938672b5f3dd15b72b8
126077,1652,Solar8000/ART_MBP,b88e79637d4a516af2a9ae59b27c925965ed6356
126078,1652,Solar8000/ART_SBP,28d9fbd70c368e97d7dc515e9f3606a48b060866
126161,1653,SNUADC/PLETH,ee1150b8b264460d7999a667bb454784dc3002ac
126162,1653,Solar8000/ART_DBP,c2ef4598198f78015f0d8688966da4d4e19e1900
126163,1653,Solar8000/ART_MBP,d8c195a0afae198ec5c8e10f2ba3a76cf0630c58
126164,1653,Solar8000/ART_SBP,5764bfbea3e1702655a88ef4e6a0264e710638f5
126420,1656,SNUADC/PLETH,d59dd21a6bc9369394e51d0711ae6d1728597038
126421,1656,Solar8000/ART_DBP,e2f430cdeaabecc095edaf7e0a74773c055f11ed
126422,1656,Solar8000/ART_MBP,2ed9e1e00b6d8adc4cf2abe152ea717680778e26
126423,1656,Solar8000/ART_SBP,8d65b57b33b95f2eb56465a6f409d4a32ab8fbc6
126514,1657,SNUADC/PLETH,16f015460de003f7afe1db8f0a377f230425e4e9
126515,1657,Solar8000/ART_DBP,7631c74edadad29870c7b4e33d72304ad501a772
126516,1657,Solar8000/ART_MBP,19c405bc2213266a89afca90a8fc87c29fd01cbc
126517,1657,Solar8000/ART_SBP,1e5db78d6e14f03876c894822211008ea3f76f7e
126598,1658,SNUADC/PLETH,41b30cb8282f9dfea6504c75a085d05bcdbca2ab
126599,1658,Solar8000/ART_DBP,eed78181e2ff0f31fb02d5a1126fbb9a590ec866
126600,1658,Solar8000/ART_MBP,763b26611b4894c25c70bd11927408070958778e
126601,1658,Solar8000/ART_SBP,459b22ac2249f782974455268ace49e6f5d8dd9e
126913,1662,SNUADC/PLETH,1f61663d8b803a31233ca6f523f01b4e6da25178
126914,1662,Solar8000/ART_DBP,ec46accfbb404d5b1351f92d58d4a7da536debd6
126915,1662,Solar8000/ART_MBP,179da660213e03663a6e87b97137b9d550a2919e
126916,1662,Solar8000/ART_SBP,f0423097cab1b7e3d3068d6a049b087761fe291d
127147,1665,SNUADC/PLETH,a549de6558ace58ee7aec74de5aa1e8ffeea291e
127148,1665,Solar8000/ART_DBP,65ce5596d26a5e29c802e70caaba9602a9c3c6e3
127149,1665,Solar8000/ART_MBP,a6701503761bc7ebaf015c054d3546eb63afb735
127150,1665,Solar8000/ART_SBP,afdfdbfd4f2567125d78353e6ef140bfe6d9d4ca
127218,1666,SNUADC/PLETH,27e0c87d9a8bc02df31f6ea02473ef979282cafe
127219,1666,Solar8000/ART_DBP,e0bd7002bb1fc4dd639253d30ee2a663b45e8b50
127220,1666,Solar8000/ART_MBP,d646e1742a1c5829c338c69e10fc5ca538063855
127221,1666,Solar8000/ART_SBP,1f22ce72ceda495737fdbd8a035941887775f6c2
127367,1668,SNUADC/PLETH,8ee2d5f623599deb3efbe247c7962126884cc056
127368,1668,Solar8000/ART_DBP,77f15f7573549e0443ca500f3d481c98c573c009
127369,1668,Solar8000/ART_MBP,0a5c48be2e84eba4f3f640dbb9a7eeaa2aac6c69
127370,1668,Solar8000/ART_SBP,f1c7b556fe268824abdec696812a7146c62f55bc
127599,1671,SNUADC/PLETH,ec1af0ff3773f47d4740ee5ee36947cbb9120bb0
127600,1671,Solar8000/ART_DBP,537e5f155c1a2f1e0a45d10266d061c0b0386250
127601,1671,Solar8000/ART_MBP,7770c67d81b2e33ce4c23e413efb8ef3eca011d8
127602,1671,Solar8000/ART_SBP,2e2c83e87cce8801168b11b046227be905a02ea2
127688,1672,SNUADC/PLETH,d42357fac659c8246e0cd3345c2194a3b78917e8
127689,1672,Solar8000/ART_DBP,8baa5ff59471650ccfb89cc3f562bb852d7f7050
127690,1672,Solar8000/ART_MBP,08f2785e5cd86a0b068ab274e15f7c44829d71fc
127691,1672,Solar8000/ART_SBP,24c10554bff791ead9382af3c42b2fe91a14f8ae
127774,1673,SNUADC/PLETH,e067d148ee3cecc8ed314ead8a2c08ca769d4160
127775,1673,Solar8000/ART_DBP,114109d463f16743b5bde567a0397c1155dffd7a
127776,1673,Solar8000/ART_MBP,b9d61ad95d2912e28cb66726684aea83555e32e9
127777,1673,Solar8000/ART_SBP,48b4cadf773ae5510dc02272337eb34634366516
127863,1674,SNUADC/PLETH,6d8f9a7cf506e9e49805815f15885224ed3d47d5
127864,1674,Solar8000/ART_DBP,f78f30851d583173cdefacb3047586e7b391da41
127865,1674,Solar8000/ART_MBP,1daff56cfb7c1cc17deafc1acfcee8d88627b283
127866,1674,Solar8000/ART_SBP,278fe05764035ba4439d428af2e676ce7068d75f
127944,1675,SNUADC/PLETH,f0b550cac019d4cb97970f93817649f0dcc4a241
127945,1675,Solar8000/ART_DBP,bc5c8711d153a3a3a79046cd90a7c5a898432002
127946,1675,Solar8000/ART_MBP,2b1c77e53e7988c029b6d2361d43c7e974960096
127947,1675,Solar8000/ART_SBP,6784f3b11be725be85279fa3866635d089bbe391
128021,1676,SNUADC/PLETH,3d0c41b57a3601c5ec63811a36c18ea5c766b571
128022,1676,Solar8000/ART_DBP,bb64f689d9f8b252f114a2bc43561c6f7cd95fb1
128023,1676,Solar8000/ART_MBP,efa63f7ce611b459feea46d9c3d726536e8de3c3
128024,1676,Solar8000/ART_SBP,61d0a3432d78fee11d452d6a1845a531d33bcc2f
128103,1677,SNUADC/PLETH,a454d219048457a9ea63f7ad27dd706daf2f12b7
128104,1677,Solar8000/ART_DBP,3f9d0655266b05afe7c557aa0d36a82b394cc08c
128105,1677,Solar8000/ART_MBP,1f4b7560dc190869c3aa56d0183c9f318bfacb66
128106,1677,Solar8000/ART_SBP,c087a10178a5bf4472d5a6b1273b9def34e19f97
128235,1679,SNUADC/PLETH,ba05749ef9b3676221d12f579cf058ffedaee88a
128236,1679,Solar8000/ART_DBP,e3e3d90663fcfb697268d36a212806275047ddbc
128237,1679,Solar8000/ART_MBP,1bd56b9a039ff0c38bade09604d46ff1804d8d58
128238,1679,Solar8000/ART_SBP,07563f88eab8a85b7fcc8bcafca3b05f278643d8
128394,1681,SNUADC/PLETH,574ec6a8b2241585ed3fe5435f1088a79daa0f1f
128395,1681,Solar8000/ART_DBP,52a1a5d61af11be6718d34e3a8d5f0359bcbd280
128396,1681,Solar8000/ART_MBP,380d83afbdadb67b6f33388edcd62cd1f0e9ac74
128397,1681,Solar8000/ART_SBP,a5f8f6461852762aa61bfee42dbf04af4074e7ba
128590,1684,SNUADC/PLETH,2abd949b6687dd333919bad1ebe5da88492d6478
128591,1684,Solar8000/ART_DBP,e0a3e86234942a521618631b159d36f9a71ee3d4
128592,1684,Solar8000/ART_MBP,ba5e8dbf9af23728801cc57777f3096f51db2e2a
128593,1684,Solar8000/ART_SBP,8f8a8eae44daab4a57800967d22e781d8a1bb4c8
128658,1685,SNUADC/PLETH,2373d3f7f01ba3cb36f55d9ff36e639f308ea991
128659,1685,Solar8000/ART_DBP,f139b884f6b8f4d512dfb0ee3f0c51ae2fdb5206
128660,1685,Solar8000/ART_MBP,e797b0b135ff8bdb2340d304569b4eee8b45bf97
128661,1685,Solar8000/ART_SBP,73012951de7c81cdecad8f27d0e9007ca81f5954
128815,1687,SNUADC/PLETH,cfdb08d80ad87af71a659e574644bf7cfc814ad3
128816,1687,Solar8000/ART_DBP,f09bbb4d5807cf5b11c6d617d598d5322bc1da92
128817,1687,Solar8000/ART_MBP,53de9db1aeed0d4a78c9176d28de8ce41333f5ca
128818,1687,Solar8000/ART_SBP,bb5a70b973604e5b901e02b50a72b8c169b75939
128900,1688,SNUADC/PLETH,e8195057033f2c66a7beb4c905d14af8feb7ee81
128901,1688,Solar8000/ART_DBP,f3beabe92da345adf1cd57a3a7e66ffbd377bf8b
128902,1688,Solar8000/ART_MBP,33f697ffab852a94bb3d8eec40a175dd27ee2fd8
128903,1688,Solar8000/ART_SBP,9202e5a9fbf7238ee9352381f1d3053e1c6174d4
128985,1689,SNUADC/PLETH,f32e8dc2ee61b7218334768a4ca60a82f3a13d2d
128986,1689,Solar8000/ART_DBP,3a6b730c6d1005440d9ec918488a9919c023249c
128987,1689,Solar8000/ART_MBP,c958f921512186207c7bd9746d5ca8e61767d3b6
128988,1689,Solar8000/ART_SBP,cc068e7a2217b21183311fd1e0b7ab90c41507be
129070,1690,SNUADC/PLETH,fb5c2332408571fdb2e53069d3a41460a13fbf7d
129071,1690,Solar8000/ART_DBP,9aaabba067064acf772854e0fc27b28e6b368596
129072,1690,Solar8000/ART_MBP,62c9f82af62b14695b8c2fd086bde427b723261c
129073,1690,Solar8000/ART_SBP,ed8f76cc4e2d2b0d5b7b015ae374b19cb3208770
129135,1691,SNUADC/PLETH,e650d2541835a53e29c538417855391231df4e16
129136,1691,Solar8000/ART_DBP,99539c1092463ca880fffb52577e8bcc88b13dda
129137,1691,Solar8000/ART_MBP,fc51f6acfe6a647c0c8a45f8f3003dda53f7a8d2
129138,1691,Solar8000/ART_SBP,aff6c1848d9132c6f120deb9c9a75cc7ec6fa445
129322,1694,SNUADC/PLETH,07291a789c4d92ef9f84905397f5822216c109e5
129323,1694,Solar8000/ART_DBP,c6f4027d7a095a2e982f3ad64c957713bc2c9deb
129324,1694,Solar8000/ART_MBP,7d14a0a0b5627945ece987a09bb289f56aa241d8
129325,1694,Solar8000/ART_SBP,07c23f876c602ae26ff807174e729a5be105aa4b
129398,1695,SNUADC/PLETH,773304b7617287b30e829014bfa8729a4252fdda
129399,1695,Solar8000/ART_DBP,e5fa03b504e360423ef4f693ba4a9e8299761d36
129400,1695,Solar8000/ART_MBP,ebd2a6202fff7654ee7f56c7b9615d789dfcc0f3
129401,1695,Solar8000/ART_SBP,d4f853478fbf6dda83b6e856e4a9fb43299a1740
129474,1696,SNUADC/PLETH,6e266755055c12b74f4f4a02ab597866d2b07926
129475,1696,Solar8000/ART_DBP,95f1e86382b689e056b0b29456d6fdd40f5e76ce
129476,1696,Solar8000/ART_MBP,ed5e3206e923df609d7e6d41774f4e77bc580d3a
129477,1696,Solar8000/ART_SBP,20bd9ff17ac06243cf391be2f454b232e9f8ec82
129552,1697,SNUADC/PLETH,ead03901b4ac7a5cd9ae1f3c1bf8e2b04af79c7c
129553,1697,Solar8000/ART_DBP,664d5ed6556485302c44f26896b9a9a34eb0d686
129554,1697,Solar8000/ART_MBP,543fe3892cc9d486e3ac6dcb539f05c3bf004b37
129555,1697,Solar8000/ART_SBP,48c256187ed798520a0a7883029d8e7b321c5ffe
129699,1699,SNUADC/PLETH,43cd436e03b65c95b63f74b3e7c0c2d024d4416a
129700,1699,Solar8000/ART_DBP,03dbab235ab6bd38d3d233828a66668a4ee61df7
129701,1699,Solar8000/ART_MBP,f482a30c459d090768f5690fba381f3d47397fee
129702,1699,Solar8000/ART_SBP,34c54654df9a6d72055096fcb0176abccaebe350
129784,1700,SNUADC/PLETH,212442df5f6b98aab6e043fabe124169414163a4
129785,1700,Solar8000/ART_DBP,58513cfc1692a8fab34931a6a1fdf4681a9c09f6
129786,1700,Solar8000/ART_MBP,911630efb019623af28aa30fc2f53fd704ddb117
129787,1700,Solar8000/ART_SBP,5dc6733bc55a2444639c12c75bb1376602bc9c0b
129990,1703,SNUADC/PLETH,4899002753802bf6cb204204b12d85e148c87925
129991,1703,Solar8000/ART_DBP,54f2e1926689e2b8c089893f797df906bbfb6b09
129992,1703,Solar8000/ART_MBP,32b639786ed77cf0dda85ab3139fb2aad950d7eb
129993,1703,Solar8000/ART_SBP,3f1d1d827afedc64bafde2da03601879e182b574
130149,1705,SNUADC/PLETH,b0d7e8d9ad0f5ab352f25e8b0147f34d8e91949c
130150,1705,Solar8000/ART_DBP,3cafe7faba338b516246ecadab1e45e8c7c78afa
130151,1705,Solar8000/ART_MBP,63df8881e66307b2536ab4fd3f9117892e292731
130152,1705,Solar8000/ART_SBP,084faf8d4279e70758b629dcf444f1f8905ff074
130237,1706,SNUADC/PLETH,6a149bcdb625fb37541fe4b3664af1233dc20954
130238,1706,Solar8000/ART_DBP,7bddfad65f59bbc8fd71199d803b6ad5a4326aa2
130239,1706,Solar8000/ART_MBP,22cf3fb6eb2e6d357f921d32b64e80d99ba4a3b8
130240,1706,Solar8000/ART_SBP,d8329eb72a61742b2d86a5866c7c7a455d9992b3
130576,1710,SNUADC/PLETH,a3a742026130ace938964889fb776bf438b6200a
130577,1710,Solar8000/ART_DBP,e858caf622a8867b2688ef77f5906f60d87220ea
130578,1710,Solar8000/ART_MBP,784067f39f413b3ecc2c949be59475bbd4f7bf0c
130579,1710,Solar8000/ART_SBP,be523ec5796ae597b6f2fac9e279b5caee598bbd
130845,1714,SNUADC/PLETH,93e0c8524be95e1ed1250c02c9ecd4de8599ba68
130846,1714,Solar8000/ART_DBP,4f6b654a02f2085e86602d741b7520c64520069a
130847,1714,Solar8000/ART_MBP,6ced564506de23a746f8163cad4c8415445d2ad3
130848,1714,Solar8000/ART_SBP,63b818ddab4b0c196ba30bb95e357c0e1645b6a6
131024,1716,SNUADC/PLETH,3e9ce1c4a9e2511cbed29c1448ad257354e7736a
131025,1716,Solar8000/ART_DBP,488b01af49ec6da53fa9e4f7705fd2a6b937f0b7
131026,1716,Solar8000/ART_MBP,2c05610992920033e01a4c94b18563dc58f5be38
131027,1716,Solar8000/ART_SBP,7a29551bf3d4dc454ffbc3f987a00600b91759c8
131182,1718,SNUADC/PLETH,7bc27be43ac280b60c47a0513f3ce419fd12478c
131183,1718,Solar8000/ART_DBP,45c4598d4425e197e3b207c12d603b5416dbef89
131184,1718,Solar8000/ART_MBP,c74895bd961abef150a37edaf010ea9d647eae4f
131185,1718,Solar8000/ART_SBP,f60ef08a0e92ae51d0b5750567b5898c31c6744d
131259,1719,SNUADC/PLETH,9a11215e4855dfecd98fdc60fd58b0c0dcc58207
131260,1719,Solar8000/ART_DBP,001be3afe9b460d8ee610e7c64f0d790913e700b
131261,1719,Solar8000/ART_MBP,8a67e5ea88725b86aadd72bee84dd68df0ee1932
131262,1719,Solar8000/ART_SBP,c8c4e0e8532e93754de47672ad37c97bfb1af8ef
131480,1722,SNUADC/PLETH,6eadd92fb6303b5a6a6a6fa771f8fc796cccfb3c
131481,1722,Solar8000/ART_DBP,df1b117664ab8144b8e046fd73b13726210cfeec
131482,1722,Solar8000/ART_MBP,59a025e190abf3e116897232f203612334491f15
131483,1722,Solar8000/ART_SBP,bc06ebcfb55ee11d5e8c6d94630ad4b27631bef4
131637,1724,SNUADC/PLETH,19517e2e57f9d149c46c58b8f1424ca0608dcede
131638,1724,Solar8000/ART_DBP,bf17d00f2fb091617ba9c677d0db1b4928e6d726
131639,1724,Solar8000/ART_MBP,993df940b0a95a5f57f34696a8ce6185b466fd57
131640,1724,Solar8000/ART_SBP,1391e6bd34133448791cdb8b21ace8fc27cd7c5e
131814,1726,SNUADC/PLETH,8d5ede89ef707ea577629495632af593bfbc68c7
131815,1726,Solar8000/ART_DBP,ccc1b27afc930cc5d1053b470da7b721f2d54fa9
131816,1726,Solar8000/ART_MBP,86fc33c5cec3e6f99ecfbee5bb9666bcbb6fd26a
131817,1726,Solar8000/ART_SBP,4c2c403a553c89fdc5d80b48c1b894e0efb5cc70
131887,1727,SNUADC/PLETH,700d8035be79258838d4b04d89497566f285ae81
131888,1727,Solar8000/ART_DBP,248928199e0b5d508061a2b17e3104ab702d88c2
131889,1727,Solar8000/ART_MBP,9a990891e69cb086c66ded0829ac087905de90bc
131890,1727,Solar8000/ART_SBP,ab72cffcfed78f2b6172998781eaef837d5ca6ee
131936,1728,SNUADC/PLETH,6aec4ea3fb5e07c6196f9799937a0f1e3a970fe3
131937,1728,Solar8000/ART_DBP,fdb2e1cd84935f2f20493e823aaf6b15cf5ff5e9
131938,1728,Solar8000/ART_MBP,666bda39a60703ec1ad7ee82736b79e294f21523
131939,1728,Solar8000/ART_SBP,4df1317ff5d2b9c053b574cb22e33731eea6bd5b
132004,1729,SNUADC/PLETH,99d595ce685fececadf86a63c0a425daf5852cd9
132005,1729,Solar8000/ART_DBP,dcc1fe72d9aa346d1cb6d6635e42edc6558ef7a0
132006,1729,Solar8000/ART_MBP,0b648cbefab761d3490c1810693eaa5f4e21c177
132007,1729,Solar8000/ART_SBP,db62ffbb2be7a7cd1c701ef77caea94de67e41a4
132269,1732,SNUADC/PLETH,107b54231156ccfe7c72df1e7310ce58905bc994
132270,1732,Solar8000/ART_DBP,d33cf4b4ca121ddc5c3269aaff94d7fb6733362d
132271,1732,Solar8000/ART_MBP,f95ebfeec06ff11deed75aa4e4cf31d02ddad6ab
132272,1732,Solar8000/ART_SBP,f7fc55d194cd6c6a378879c12752d6a0ce5df3fc
132338,1733,SNUADC/PLETH,69272b0ea0890a1de2a0d1e4671b824b3e5f871c
132339,1733,Solar8000/ART_DBP,d6c79a3fb4e1cb537a7983585fe317077281ceda
132340,1733,Solar8000/ART_MBP,fc79dc4932a0c7dce4959765e6181abf3268536e
132341,1733,Solar8000/ART_SBP,b2e2b5475994cca04a267143ca8c6fde3bdd0d2a
132406,1734,SNUADC/PLETH,a5248082f93549a9008df56dad47f7eb81907c01
132407,1734,Solar8000/ART_DBP,fff42c43186fcd294843e228f19ebb8fd0ff7598
132408,1734,Solar8000/ART_MBP,6e7d1c7a5224c741f4e890a5c046f586f21cc80f
132409,1734,Solar8000/ART_SBP,9cdb29f1165ee1c2a7c7a753ccb82f876baccc0b
132494,1735,SNUADC/PLETH,e651cc468eb9d3a0a630b43abd623fbb49c36359
132495,1735,Solar8000/ART_DBP,e2176255f2392f246ee3f4bc547d60f15e926275
132496,1735,Solar8000/ART_MBP,72f61c61c5c2bea138d6b26a1ec15a26d3acaf21
132497,1735,Solar8000/ART_SBP,ea66ff04d37a7db372f1d8161894ea7c81ecd962
132654,1737,SNUADC/PLETH,ea824e74379f0baf1d5b7078f583d25b32815f50
132655,1737,Solar8000/ART_DBP,531b73158668cbfa0fcca9bcc54ace70f94da809
132656,1737,Solar8000/ART_MBP,9a1a0511ea4da3bbd1d7868879c1c0edbe25969a
132657,1737,Solar8000/ART_SBP,b6013af4317b0e317f8cff580cfc24485bca11e1
132733,1738,SNUADC/PLETH,4e56596a20ba75c1ba6c1087e5ae77d3860e887b
132734,1738,Solar8000/ART_DBP,7798d8648fbfdaedf15d909d99e01ae44fc61a8c
132735,1738,Solar8000/ART_MBP,819535b0c3888f20ece682ca8e4d0e514508630e
132736,1738,Solar8000/ART_SBP,5e732f2e247c1a43d7bc6f5e10596cd886811a7d
133102,1743,SNUADC/PLETH,7f6961f9dba7f6ad49b683b810890393a7d984d7
133103,1743,Solar8000/ART_DBP,493614325580a52078c79013bd5d972e8fd3fc66
133104,1743,Solar8000/ART_MBP,bebc2ae8dd6f3886fe7e48a4e03791d2bfc1f614
133105,1743,Solar8000/ART_SBP,c63c39938adfae13b7de313652811a614586c670
133259,1745,SNUADC/PLETH,85589970d3a44d3b3a33fbe3828008f269387f02
133260,1745,Solar8000/ART_DBP,df77c5ed62d89ce039cdcd3fc52d23ca7ce83c0d
133261,1745,Solar8000/ART_MBP,5be4e6fe498ed073d18c0699433ed8869112e743
133262,1745,Solar8000/ART_SBP,057dcc9ba822d424bfe53cabafd06353bbe3fd6b
133408,1747,SNUADC/PLETH,74d239dd36ef10ac9b9e365d3173555cb9b544a0
133409,1747,Solar8000/ART_DBP,daf501a3d7625f431147400e1c8e3a3a00d1ec4d
133410,1747,Solar8000/ART_MBP,482f1bd4ee3d68c55b95185e86b3da482a34d49f
133411,1747,Solar8000/ART_SBP,8b83b7a23b383f1c53fa63cb414a4be2db921c7d
133488,1748,SNUADC/PLETH,420410d427bc6076b158e31309515872180d6fdf
133489,1748,Solar8000/ART_DBP,a4b1ce71158541c8a99ee96107f926c71d869e57
133490,1748,Solar8000/ART_MBP,f34f2bd2dc3d83efdd26136ded3578034f8cbed5
133491,1748,Solar8000/ART_SBP,e418e7476aab7352a1202d984c818045c6d02d64
133574,1749,SNUADC/PLETH,61ac94b1c3281d4bdbe10622e7cd93c17f202db6
133575,1749,Solar8000/ART_DBP,6ff1f7665584722752bb72d54a0f5c16ad0a1923
133576,1749,Solar8000/ART_MBP,98536f8aa2129ff6b38430035fe4f204b54ab006
133577,1749,Solar8000/ART_SBP,c2b866c7d9f3ad16d778fe8d737dbf6de83c5002
133639,1750,SNUADC/PLETH,09a587a38b0f6627ae64ee6769d32a2990d17ad6
133640,1750,Solar8000/ART_DBP,3c661dcb09d1706957c824a27795bde8392f564a
133641,1750,Solar8000/ART_MBP,5d54dce81c4fc28d7d757983cffe2765eeac4423
133642,1750,Solar8000/ART_SBP,0f88d076afe0478e22249d29d33247be94f7e262
133709,1751,SNUADC/PLETH,1deaad08141b8f685ea0e5fa4545f2c8b4ea4699
133710,1751,Solar8000/ART_DBP,ea37f24099fe7d1e87f9a017bd8eadb84812958e
133711,1751,Solar8000/ART_MBP,b5e30b9d215736f34a13aa5ffba2375d748c8568
133712,1751,Solar8000/ART_SBP,ccca94b3a197b8ecf02af53388b4e01cba719ef7
133786,1752,SNUADC/PLETH,3576c10fdc5d5650dfa94db052e3d1d5bcb9fc56
133787,1752,Solar8000/ART_DBP,7252534c44f6f1ae26764687a873da466d6b752d
133788,1752,Solar8000/ART_MBP,d9927678e6a6470bc83918bdfe20f6edd17f83c8
133789,1752,Solar8000/ART_SBP,5e09d919d36ab0f081e18d2dfc99214d4658c606
133876,1753,SNUADC/PLETH,dadab3e9578a6f40e4a58340923479eea8410a69
133877,1753,Solar8000/ART_DBP,bba07d8f7b8b2df22455a66ceba97fb6537d99f8
133878,1753,Solar8000/ART_MBP,39df2aeb22d81acb15bfc1e6c1a8c75bcb1b7b78
133879,1753,Solar8000/ART_SBP,e729be9865c30e0a53e9b9c126fa68a80bd39fe5
133953,1754,SNUADC/PLETH,6e88dfbe706f0637baef4d47951aee3d1dbb8e6a
133954,1754,Solar8000/ART_DBP,67cd7dd281232cbe3b14f1c9aaa1f3b72306a47b
133955,1754,Solar8000/ART_MBP,40020be509ed090efee31856ca1c711fdfedf794
133956,1754,Solar8000/ART_SBP,9e2ba5af747482bf76e8798a0f97efde2ea5526a
134106,1756,SNUADC/PLETH,703b795033d3c73feb1fbc84fdd7899bb946998d
134107,1756,Solar8000/ART_DBP,c73d09a88803b2cf777418d4aa49945cbf9b6fbd
134108,1756,Solar8000/ART_MBP,2244d67b5ea8baa0a7f18864f7d54c7372bfcd0d
134109,1756,Solar8000/ART_SBP,e60bfb655998a64ce14ef065aa28bd0da244d67b
134184,1757,SNUADC/PLETH,71d5990d6befe156f272d26b6b1ea5599228a433
134185,1757,Solar8000/ART_DBP,2ff835ce066c482e41a8b6ca0b6ee7a33fe11cfa
134186,1757,Solar8000/ART_MBP,fc5aa0affe2d7d0aa8a1f8a4f5b08c22bc4d7b55
134187,1757,Solar8000/ART_SBP,d40f8bf0d8086a68ce0812a1b1bc2206f0ec88dd
134319,1759,SNUADC/PLETH,57047c300ddcfe5fb11dad234fa33450c62e9bb8
134320,1759,Solar8000/ART_DBP,0258c1d35ccd7d2b52c170f249ab3fab137861d4
